"EmployeeID","Age","Attrition","DistanceFromHome","Education","Gender","JobLevel","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","BusinessTravelTravel_Frequently","BusinessTravelTravel_Rarely","DepartmentResearch & Development","DepartmentSales","EducationFieldLife Sciences","EducationFieldMarketing","EducationFieldMedical","EducationFieldOther","EducationFieldTechnical Degree","JobRoleHuman Resources","JobRoleLaboratory Technician","JobRoleManager","JobRoleManufacturing Director","JobRoleResearch Director","JobRoleResearch Scientist","JobRoleSales Executive","JobRoleSales Representative","MaritalStatusMarried","MaritalStatusSingle","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","WorkHours"
3116,46,1,2,3,0,1,88370,2,18,0,15,3,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,3,2,3,9
3117,31,1,7,3,0,2,53430,1,14,1,13,3,13,0,8,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,4,3,3,6
3118,33,0,10,3,1,4,67280,7,22,0,15,2,7,7,7,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,3,4,2,4,8
3119,33,0,5,4,0,2,66520,7,25,0,8,5,4,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,3,3,4,7
3120,30,1,2,3,0,1,48500,0,12,1,4,4,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,3,3,3,6
3121,35,1,12,2,1,2,28090,4,23,1,10,2,8,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,3,3,1,4,9
3122,31,0,22,2,1,2,56890,3,15,2,12,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,3,3,2,3,7
3123,34,0,17,1,0,1,20010,9,22,1,11,5,3,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,4,4,11
3124,42,1,2,4,1,1,29770,4,15,3,8,3,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,3,3,2,3,8
3125,36,1,3,4,0,1,40250,1,11,0,10,3,10,9,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,4,2,3,3,7
3126,22,0,7,3,1,2,37850,5,13,2,4,2,2,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,3,3,3,3,6
3127,48,1,6,3,0,1,108540,2,14,1,14,6,9,6,7,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,4,3,3,3,7
3128,55,1,1,3,1,1,120310,3,11,0,37,5,10,7,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,3,3,7
3129,41,1,3,2,1,2,99360,7,17,1,16,2,14,1,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,3,2,3,6
3130,35,1,22,3,1,1,29660,9,18,0,15,2,11,6,9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,3,3,2,3,6
3131,40,1,15,3,1,2,25710,7,14,0,22,1,20,5,13,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,3,3,3,7
3132,39,1,12,1,0,1,99910,1,16,1,8,3,8,0,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,3,3,3,3,7
3133,31,1,1,4,0,3,61420,4,13,2,10,2,6,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,4,2,3,9
3134,42,1,5,3,0,3,53900,1,14,0,10,3,10,5,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,1,2,3,3,11
3135,45,1,2,1,1,4,44040,0,23,0,9,2,8,3,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,2,4,3,4,7
3136,26,0,2,1,1,2,59930,0,12,0,8,3,7,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,2,3,3,9
3137,29,1,5,3,0,1,51300,4,11,0,8,3,3,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4,2,3,7
3138,33,1,16,3,1,1,20900,4,16,0,10,2,6,0,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,3,3,7
3139,31,1,2,4,1,1,29090,9,14,2,10,2,5,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,2,3,3,7
3140,18,0,2,3,0,1,34680,1,18,2,0,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,2,3,4,3,9
3141,40,1,1,4,1,2,30680,3,19,0,20,3,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,3,2,3,7
3142,41,1,23,3,0,2,26700,2,15,2,10,2,8,0,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,3,2,3,9
3143,26,1,9,4,0,3,26930,5,17,3,8,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,3,6
3144,35,1,16,4,0,2,95260,1,15,0,5,2,5,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3,3,2,3,6
3145,34,1,26,3,0,1,52370,1,19,1,10,3,10,5,7,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,4,3,2,3,6
3146,26,0,1,3,1,2,24260,1,22,0,1,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4,1,1,4,9
3147,37,1,8,1,0,1,41930,4,16,1,12,5,6,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,4,3,3,7
3148,46,1,4,1,0,5,29110,5,13,0,28,3,2,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,3,2,3,3,6
3149,41,1,24,1,0,1,26610,7,14,1,22,2,18,11,8,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,3,3,3,8
3150,37,1,7,2,0,1,20280,1,16,1,9,3,9,7,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,3,3,8
3151,52,1,2,1,0,1,99800,3,11,1,18,2,10,6,9,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,3,3,3,9
3152,32,0,7,2,1,2,32980,8,22,0,6,4,4,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,3,3,2,4,6
3153,24,1,22,3,1,1,29350,0,14,2,3,5,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,2,3,6
3154,38,1,5,3,1,1,154270,3,16,1,18,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,3,3,3,6
3155,37,1,1,4,1,5,39440,6,11,2,8,3,6,4,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,2,2,3,3,7
3156,49,1,21,1,0,1,40110,1,18,2,31,2,31,0,9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,1,3,11
3157,24,1,1,3,1,1,34070,1,15,2,6,2,6,1,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4,3,2,3,9
3158,26,1,19,4,1,4,119940,1,14,1,6,6,5,1,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2,4,3,3,7
3159,24,1,7,3,1,1,12320,1,12,0,1,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,2,3,1,3,7
3160,50,1,2,2,0,1,29600,1,14,3,32,2,32,10,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,3,3,3,7
3161,25,1,2,3,0,1,190940,1,16,0,7,3,7,0,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,3,2,3,7
3162,24,0,2,3,0,2,39190,1,21,0,6,3,6,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3,3,3,4,11
3163,30,0,9,3,0,2,68250,1,14,0,1,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,4,3,3,7
3164,34,1,6,2,0,4,102480,1,12,1,6,4,6,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,4,3,3,3,9
3165,31,0,9,1,1,1,189470,2,12,2,9,2,3,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,3,7
3166,35,1,2,3,1,5,24960,4,17,3,9,3,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,3,3,3,8
3167,31,1,1,3,1,2,64650,4,17,0,13,3,7,5,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,3,3,6
3168,27,1,22,4,0,1,22060,0,14,1,6,4,5,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,3,3,8
3169,37,1,9,4,1,2,20860,4,14,0,17,3,3,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,3,2,3,3,9
3170,20,1,17,4,1,1,22930,1,13,2,1,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,4,1,3,7
3171,42,1,28,4,1,2,26450,1,15,0,10,5,10,2,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,4,3,3,3,7
3172,43,1,10,5,1,2,26830,4,11,0,21,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,2,3,3,9
3173,38,1,2,4,0,1,20140,3,17,1,8,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,2,4,3,7
3174,43,1,4,3,1,2,34190,3,11,1,10,5,8,4,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,9
3175,48,1,8,1,0,2,53760,7,13,1,21,3,3,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,1,1,4,3,7
3176,44,1,29,4,0,2,19510,4,22,3,10,4,2,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,4,4,4,7
3177,34,1,13,4,1,1,23410,1,20,2,8,3,8,0,6,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,2,4,8
3178,27,0,27,3,0,2,22930,0,18,0,5,0,4,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,3,3,7
3179,21,1,16,2,0,3,87260,1,11,1,3,2,3,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,3,1,3,7
3180,44,1,2,2,0,1,40110,4,14,1,26,2,2,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,4,4,3,3,9
3181,22,1,2,2,1,2,195450,0,14,0,3,3,2,2,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,3,3,2,3,6
3182,33,1,13,4,1,2,45680,0,18,1,6,2,5,1,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,3,3,7
3183,32,1,1,1,1,1,30220,1,16,1,6,3,6,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,3,3,9
3184,30,1,4,5,0,3,57720,1,17,0,1,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,7
3185,53,1,24,3,1,3,22690,7,11,1,18,2,14,8,10,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,1,4,2,3,7
3186,34,1,1,5,0,1,53810,1,12,0,10,0,10,8,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,4,2,3,3,7
3187,45,0,19,4,0,3,34410,2,13,1,5,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3,3,3,8
3188,26,1,7,2,0,1,54540,1,13,1,3,5,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,4,3,4,3,10
3189,37,1,4,3,0,1,98840,1,14,0,10,3,10,7,8,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,3,3,2,3,6
3190,29,1,2,3,1,1,41570,1,17,3,6,2,6,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,3,3,7
3191,35,1,10,5,1,4,134580,1,11,0,17,3,17,11,8,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,4,3,3,3,7
3192,33,1,8,3,0,2,90690,3,25,1,15,3,13,4,7,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,4,1,3,4,7
3193,54,1,5,2,1,2,40140,2,19,1,16,4,9,7,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,4,2,3,6
3194,36,1,8,3,0,2,59150,2,13,1,13,3,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,2,3,11
3195,27,1,9,3,0,5,59930,0,14,1,5,3,4,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,3,1,3,7
3196,20,0,1,3,0,5,61620,1,12,3,1,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,3,2,3,9
3197,33,0,15,4,1,1,24060,1,11,0,10,3,10,9,7,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,3,3,10
3198,35,1,2,1,0,1,187400,1,19,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,3,3,4,3,7
3199,23,1,2,3,0,1,76370,2,11,1,5,3,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,3,3,7
3200,25,1,11,3,0,2,100960,0,11,1,4,3,3,1,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,2,3,3,3,8
3201,38,1,16,3,0,5,147560,0,20,1,8,3,7,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,3,2,4,7
3202,29,1,2,4,0,4,64990,1,18,3,10,3,10,2,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,3,8
3203,48,1,16,3,0,1,97240,3,13,0,12,2,2,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,2,3,4,3,7
3204,27,1,4,3,0,5,21940,1,12,0,6,5,6,0,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4,3,3,3,9
3205,37,1,16,3,0,3,33880,3,11,0,4,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,4,3,4,3,8
3206,50,1,5,3,0,1,54730,1,19,1,20,2,20,3,8,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,3,3,4,3,9
3207,34,1,18,1,0,1,27030,1,21,1,9,2,8,7,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,4,3,4,7
3208,24,0,17,2,1,1,25010,9,12,0,4,3,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,3,8
3209,39,1,12,5,1,1,62200,1,14,2,20,2,20,11,10,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,3,3,3,3,7
3210,32,1,2,3,0,5,30380,1,11,0,10,5,10,0,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,2,1,3,8
3211,50,0,4,2,0,4,44240,3,14,1,18,2,4,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,3,3,2,3,8
3212,38,1,9,4,0,1,43120,0,12,1,10,2,9,1,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,2,2,3,7
3213,27,1,10,3,0,5,132450,1,23,1,9,3,9,0,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,1,3,2,4,6
3214,32,1,1,3,0,2,136640,3,14,0,10,6,7,7,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,4,3,3,3,8
3215,47,1,2,3,1,5,50210,2,17,0,20,3,7,1,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,1,3,3,3,7
3216,40,1,3,4,1,3,51260,5,18,0,20,2,18,1,12,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,1,3,3,3,9
3217,53,1,7,1,0,2,28590,3,18,1,32,2,5,1,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,3,3,3,7
3218,41,1,6,3,0,1,102390,3,24,3,23,3,21,12,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,4,2,3,4,8
3219,60,1,8,2,1,5,53290,8,20,0,10,3,2,2,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,4,4,7
3220,27,1,29,1,0,2,43250,1,14,0,9,2,9,1,7,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,2,2,3,7
3221,41,1,3,3,0,1,72600,1,16,0,22,2,22,2,10,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,3,3,3,3,6
3222,50,1,9,3,0,2,23220,7,25,1,4,0,2,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,2,3,4,4,7
3223,28,0,2,4,0,3,20750,7,18,3,10,0,7,3,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,3,2,3,8
3224,36,1,10,4,1,2,41520,9,19,1,10,3,8,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,3,3,3,6
3225,38,1,1,3,1,3,96190,4,13,1,10,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,3,4,3,3,10
3226,44,1,8,2,0,1,135030,2,12,0,9,6,5,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3,2,3,6
3227,47,1,27,3,0,1,54410,9,22,1,28,6,22,11,13,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,2,2,4,8
3228,30,1,8,3,0,2,52090,7,14,1,10,3,8,7,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,2,3,3,8
3229,29,1,1,2,1,1,106730,1,13,3,1,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,3,3,3,3,6
3230,42,0,10,1,1,1,50100,6,21,3,7,3,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,4,10
3231,43,1,26,1,0,1,135490,3,11,2,7,3,2,2,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,4,3,3,3,7
3232,34,1,2,5,0,2,49990,3,12,2,10,2,5,4,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,3,4,3,6
3233,23,1,13,3,0,5,42210,1,11,1,5,4,4,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,4,3,3,8
3234,39,1,2,4,1,4,138720,9,12,3,12,3,8,3,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,2,3,6
3235,56,1,2,4,0,1,20420,7,12,0,30,6,10,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,4,2,3,3,7
3236,40,1,9,3,0,2,20730,0,14,0,5,3,4,2,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,2,3,3,9
3237,27,1,10,3,1,1,29560,8,13,0,9,6,7,0,7,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,1,3,3,7
3238,29,1,20,3,1,2,29260,1,15,1,2,3,2,2,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,3,2,3,7
3239,53,1,9,3,1,3,48090,2,18,0,19,2,2,2,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,3,3,3,6
3240,35,1,5,1,0,1,51630,2,18,2,16,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,3,3,7
3241,32,1,4,4,0,2,188440,1,19,0,10,3,10,4,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,3,1,3,8
3242,38,1,10,3,0,4,181720,6,12,2,6,5,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,3,1,3,3,11
3243,34,1,20,3,1,3,57440,3,19,1,7,4,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3,2,3,6
3244,52,1,21,5,0,3,28890,1,11,1,34,2,34,1,16,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,1,4,3,3,6
3245,33,0,1,2,0,3,28710,1,17,3,10,2,10,7,8,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,4,2,3,3,10
3246,25,1,8,3,0,2,74840,1,15,0,6,3,6,1,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,2,3,3,8
3247,45,1,2,3,0,3,60740,0,14,0,9,2,8,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,6
3248,23,1,23,1,1,2,173280,1,17,1,2,2,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3,1,3,8
3249,47,0,4,3,0,1,27740,4,13,1,8,2,5,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,3,3,3,10
3250,34,1,12,3,0,1,45050,1,12,0,6,3,6,1,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,4,3,3,3,8
3251,55,0,7,3,0,4,74280,5,12,0,24,2,5,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,3,3,3,8
3252,36,1,7,2,0,5,116310,1,18,1,10,2,10,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,3,7
3253,52,1,1,4,0,5,97380,0,18,2,5,2,4,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,4,3,3,3,7
3254,26,1,2,2,0,1,28350,3,11,1,5,2,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,3,3,3,7
3255,29,1,10,2,0,3,169590,4,14,3,11,5,8,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,3,2,3,3,6
3256,26,0,15,2,0,2,26130,6,19,1,6,2,4,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,2,3,3,6
3257,34,1,14,4,0,2,61460,2,12,0,10,3,4,1,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,4,3,3,3,6
3258,54,1,18,4,1,2,49630,9,15,1,9,2,5,1,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,3,3,3,9
3259,27,1,13,2,1,4,195370,0,12,0,5,5,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4,3,3,3,7
3260,37,1,2,4,0,2,61720,0,11,0,6,1,5,4,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,2,3,3,10
3261,38,1,2,4,1,2,23680,6,11,1,17,3,15,4,12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,3,3,11
3262,34,1,2,3,0,1,103120,1,12,0,6,2,6,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,3,3,7
3263,35,1,5,4,0,3,16750,1,16,0,3,6,3,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,4,2,2,3,8
3264,30,1,20,3,0,1,25230,3,13,1,7,2,2,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,3,3,3,3,7
3265,40,1,10,4,0,2,65670,1,13,1,8,3,8,3,7,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,4,3,6
3266,34,1,10,3,0,3,47390,5,24,2,6,2,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,3,4,8
3267,42,1,9,4,0,1,92080,1,15,1,24,2,24,14,9,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,4,2,4,3,8
3268,23,0,2,3,1,4,45590,1,18,1,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,2,3,8
3269,24,1,1,5,1,1,81890,1,14,1,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,3,3,7
3270,52,1,29,3,0,2,29420,8,11,1,9,1,5,1,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,3,3,2,3,6
3271,50,1,8,4,0,2,49410,5,11,1,30,3,4,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,3,1,3,6
3272,29,0,2,4,1,4,106500,1,13,2,1,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,3,4,3,11
3273,33,1,3,4,0,4,59020,0,12,1,14,2,13,3,7,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,4,3,3,7
3274,33,0,23,5,0,1,86390,5,16,2,6,3,3,0,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,3,2,3,8
3275,47,1,6,4,0,2,63470,1,14,0,26,2,26,3,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,4,2,4,3,10
3276,36,1,6,3,1,2,42000,0,22,0,10,3,9,0,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,2,3,3,4,8
